"物理节点标识","平台","库表","目录描述原意","元数据匹配依据","写入关联任务","读取关联任务","写入关联任务数","读取关联任务数","图内角色","名称规则候选分类","已核代表条目","SQL词法筛查线索","无externalReads的写入关联任务","指标标签名称匹配候选","环境提示","解释状态"
"dataset:5bfdfb891d6f792ccd0127077895e7e1a1bdbeebe222f3e1fa2d5dc882ca211a","hive","pdata_n.t01_pty_idty_info","每天一份快照，存放所有当事人的各种身份识别证件信息，如身份证、护照、军官证、社会保障编号、驾驶证等，一个当事人有多个证件的，以多条记录存在。","PHYSICAL_IDENTITY","63779;63784;63819;219164","37438;66147;68275;68873;71716;73353;73354;76191;136594;158195;164841;177390;178833;206482;208825;227251;227254;232822;234256;234575","4","20","有写入且被继续读取","","","多来源或计算线索;未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:239a9b9edba7f63f77863d2822c27172249fd49cfeec086ceb1dd7395387b59c","hive","pdata_n.t01_pty_inr_org_rela_h","当事人内部机构关系历史","PHYSICAL_IDENTITY","63238","37438;66147;66148;67780;68275;68873;73353;73354;76191;175419;175427;176693;177395;177407;192442;196245;196248;197534;197760;202294;202307;202401;202402;202538;202541;202691;202693;203676;207665;208353;209813;209817;228803","1","33","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:23b13077753b594b6dc75f0395dd6620018b6e30f0d7ed7b83668862bf3d4c67","hive","pdata_n.t01_pty_name","每日一份快照，存放所有当事人的名称变动历史，拉链数据存储","PHYSICAL_IDENTITY","63634;63653;63700;63702;63703;63731;63732;63775;63792;63794;63805;63823;73196;77079;104299;105076;144561","37438;66147;66148;68275;68873;73354;76191;107018;107024;107281;107481;113694;118174;119044;134549;144300;145871;147185;158195;159177;162676;163077;163640;163672;166644;167391;173282;176360;176443;176525;176874;182264;185234;199736;200030;200078;201568;206952;207458;207545;207753;209119;211492;211619;211623;215700;218951;227251;227254;228195;229121;231741;232822;232836;233302;234256;234575;237888;242931;245918","17","60","有写入且被继续读取","","","未见复杂算子线索;多来源或计算线索;条件转换线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6b107f6cc3771c2f871533d146534893afd147bb58b319c019df5112b141324b","hive","pdata_n.t01_pty_rat","每日一份快照，存放所有当事人的各种内外部评级信息，如评级类型、评级机构，评级日期，评级结果等，包含反洗钱评级、客户风险评级、私募基金风险评级、期权风险评级等，一个当事人存在多种评级时，以多条记录存在。","PHYSICAL_IDENTITY","63711;63712;63764;63825;63827;63846;104300;105077","37438;66147;66148;68275;68873;73353;73354;119044;134549;135427;140692;141103;147185;158195;229384","8","15","有写入且被继续读取","持仓、风险与盈亏分析","","多来源或计算线索;未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:aafa6e82b3afe24cf86169f572c672438bf29da2549459b5ee3523a419cee497","hive","pdata_n.t01_pty_stat_h","当事人状态历史","PHYSICAL_IDENTITY","63610;63611;63683;63734;63753;63787;72715","37438;66147;66148;68275;68873;76191;135972;158195","7","8","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c63a1d4ba2d991eee977b9ebcc200de429636d291ba9218448851250889ddd22","hive","pdata_n.t04_inr_org_name_h","内部机构名称历史","PHYSICAL_IDENTITY","61491;61492;61494;61623;89510;91097;94419;165635;197403","37438;63376;66147;66148;68275;68873;76191;93115;163672;175419;175427;176693;177395;177407;192442;196245;196248;197534;208353;209813;209817;211623;228803","9","23","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:b1fca94aab4a5e5c489c9d1c06c3324a93677e7a3355aed315971b3f50233f55","hive","pdata_n.t01_pty_ecif_map","当事人ECIF对照信息","PHYSICAL_IDENTITY","63187","37438;66147;66148;125840;158195","1","5","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951","hive","pdata_n.ref_dw_cd_val","仓库代码取值","PHYSICAL_IDENTITY","62633;142305;186147","37438;61593;63376;66147;66148;67899;68275;68873;75890;75911;76191;86840;86841;86842;102071;102072;102073;104454;104734;119044;121540;134442;135427;139708;146428;158195;159677;163672;171292;176330;176360;176599;176600;176610;176874;176877;177390;177414;178833;187687;191371;202354;207271;207458;207753;210140;210413;211623;212720;212721;212728;220650;221300;229384;232822;234256;234575;242931;242988;243918","3","60","有写入且被继续读取","公共参数、行情与应用支撑","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:5ae63b1571562da6b312951da1502799db1864df676a7975d1bba3482b707f6a","hive","pdata_n.t01_pty","每天增量更新，存放当事人开户信息","PHYSICAL_IDENTITY","61526;61601;63101;63165;63168;63179;63182;63195;63206;63216;63262;76984;77076;77078;144556","37438;63187;63446;66147;66148;67780;68275;68873;73353;73354;76191;76846;123776;123781;136285;136377;141103;158195;159827;208909;212078;229384;242931","15","23","有写入且被继续读取","客户准入与服务管理","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6fe25163880c746448571f127e3e774ec3d12233239487215a34281dfd0dbdfa","hive","pdata_n.t98_cust_indv_cust_base_info","T98_个人客户基本信息","PHYSICAL_IDENTITY","37438;66147","76185;76186;78321;104454;112088;121469;135361;135663;136128;136188;136594;137467;139708;140633;140676;144891;147357;150023;156579;158972;160518;164841;167299;168458;173057;174370;174537;174918;174933;197653;206853;206855;229443;229655;237113;239134;240212","2","37","有写入且被继续读取","公共参数、行情与应用支撑","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:4f148c72644d3ae5ae7b607e22ec13c98a522f19a99e4e0309552bc266bcc30c","hive","odata_n_mot.tpdtfundinfo","","NONE","","38070","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c6aa4577ef4f038aa1448edf13a83b1da0662f5f9a0465c599336992369f567d","hive","odata_n_mot.m_tpdtfundinfo","","PHYSICAL_IDENTITY","38070","39719;69635;69801","1","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:10a76f3cee583c8ed44a3e80b965051792aff5743a137acb7e5c1a69acdc0b05","oracle","hsfa.tfundinfo","","PHYSICAL_IDENTITY","","38165;60753","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:48904e45f83350400f59ba2b8f343e70e4949bf42f3b17c57267ca2d85253826","hive","odata_n_acv.h_tfundinfo","","PHYSICAL_IDENTITY","38165;60753","39719;69635;69782","2","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1611d1dfbffdef90c886bc628dc1c845cd0c18eb6187198dc82d8dbc6196d105","hive","prodtrade.secum_order","","NONE","","38196","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:02fd424666574ef1660ff0d052e24eaea844ff6fe99c357af2aaa00511969ee7","hive","odata_n_mot.tpdtfundextinfo","","NONE","","38677","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d5b08c027cf4e95f2e27a3707514d47daeb285cfdf39b0c9bca0fd7c34da6b75","hive","odata_n_mot.m_tpdtfundextinfo","","PHYSICAL_IDENTITY","38677","39719;69635;69801","1","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","hive","pdata_news_n.t02_scr_base_info","证券基本信息","PHYSICAL_IDENTITY","39356;39719;59446;59485;59493;61529;61577;69471;69617;69635;69642;69774;69801;69848;70117;103230;103232;105024","59440;59441;59444;59448;59449;59454;59457;66002;66039;66040;66041;66125;66185;66203;66251;66263;66670;69260;69311;69312;69341;69415;69416;69417;69498;69631;69644;69645;69646;69647;69648;69652;69670;69671;69672;69687;69692;69700;69708;69721;69722;69739;69754;69755;69772;69773;69776;69782;69808;69825;69829;69832;69837;69844;69852;69854;69871;69946;69984;69986;69994;69999;70011;70019;70020;70021;70022;70027;70047;70048;70077;70079;70099;70127;70199;70205;70229;70318;70324;70343;70346;70348;70361;70404;70429;70478;70539;70584;70610;71716;72099;72482;72513;73252;75070;76629;76846;86835;88733;90350;91298;91511;91519;92881;92889;93524;98969;100240;101560;102369;102594;102802;103234;103235;103236;103237;103242;103243;103249;103251;103252;103253;103990;104271;104663;104908;104933;105612;105745;105746;105862;107776;110000;114003;115939;117812;117826;117827;119465;125380;127897;127999;130668;134690;135195;137531;138291;139409;140678;141277;142064;142684;144020;144022;144159;144301;144303;144765;146743;148046;150805;150919;152924;154677;155318;158115;158117;158210;158292;158972;159323;159487;160530;160753;161314;161618;162326;162328;162583;163027;163256;163993;163994;164647;165804;168844;170264;170265;170365;170648;171427;176204;176350;180086;180088;182870;183785;185234;187687;188381;189829;189830;190113;191254;191516;191534;191546;191973;194512;195641;197540;200356;201969;202912;202914;203575;205016;207284;207834;208352;208603;211486;211515;211516;211619;211987;212078;212881;214752;216321;216325;216335;216340;216345;216347;216348;218316;218469;219012;219014;219287;219386;220548;220860;221125;221138;221300;223531;226025;226278;227254;227816;228195;228593;229978;231934;234860;238658;239134;244283;245506;245662;246168","18","263","有写入且被继续读取","公共参数、行情与应用支撑","","多来源或计算线索","61529","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c5cd1224421de9b545441d91101a1ecbf746c0940d507c0c8f94831f6706f9ff","oracle","titans_dm.v_margin_account_for_risk","","PHYSICAL_IDENTITY","","40219;66058","0","2","仅见读取","资金、保证金与运营分析;持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:68b33454cbdd8c847292b5d1774b93aeb2996757c615bfc0f225ba6392154500","hive","odata_n_tit.d_v_margin_account_for_risk","【AI】保证金账户视图","PHYSICAL_IDENTITY","40219;66058","41825","2","1","有写入且被继续读取","资金、保证金与运营分析;持仓、风险与盈亏分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2f9fecc4e6f9cc3d591a7d103ef7795359ba2ffb0a87a1186194c234870a036b","oracle","titans_dm.v_margin_param_for_risk","","PHYSICAL_IDENTITY","","40222;66120","0","2","仅见读取","资金、保证金与运营分析;持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e55d4542cdb9d86fff0ca79a40d0a189bcadf8527e4dbfce7455051e30649fab","hive","odata_n_tit.d_v_margin_param_for_risk","【AI】风控视图-保证金参数信息","PHYSICAL_IDENTITY","40222;66120","41540","2","1","有写入且被继续读取","资金、保证金与运营分析;持仓、风险与盈亏分析;公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:b841824cf24e241a10fafd81fc7229e8e9cf437fe92440345dd3b7eabcd949ad","oracle","titans_dm.v_trs_for_risk","","PHYSICAL_IDENTITY","","40224;66118","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:fd860ce27df3284489969320268802c16749974e7649caa06a548161051ec5d1","hive","odata_n_tit.d_v_trs_for_risk","TRS监控表","PHYSICAL_IDENTITY","40224;66118","41828;71734;176873","2","3","有写入且被继续读取","持仓、风险与盈亏分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:042271b3cc05e63143c2cf71e79dc0054d1db7c8a0c7c3a49eea32208569200d","oracle","titans_dm.v_trs_param_for_risk","","PHYSICAL_IDENTITY","","40226;66119","0","2","仅见读取","持仓、风险与盈亏分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:13a1323e3fce0ae3ba00188427912a0987453cbc1b438f490a5ff0a319a5eb3a","hive","odata_n_tit.d_v_trs_param_for_risk","期权台账","PHYSICAL_IDENTITY","40226;66119","41831;71703;107625;107647","2","4","有写入且被继续读取","持仓、风险与盈亏分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6a115eccda0709c19af1866a772a9aaadc1411307285e59728de6547189cac44","hive","service.service.srv_order","","NONE","","40499","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e7f3a11c6a00f361f0adb6f4be1232a465d905a0603e4d0b5f4e07d4ac638fdb","hive","service.service.srv_order_his","","NONE","","40500","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:cb45f5b4002c20ee63baaaf766216ee01798d7d70ca7e1abb5844a55b16e718f","hive","odata_n_ois.o_v_margin_parameter","","PHYSICAL_IDENTITY","","41540","0","1","仅见读取","资金、保证金与运营分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d1a04282d0a89956592430f1582f39a6a9b3fd97934193c4607dbea634e5a43f","hive","odata_n_tit.otc_o_margin_parameter","","PHYSICAL_IDENTITY","41540","","1","0","图内未见后续读取","资金、保证金与运营分析","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f033e344ab4aef2ba4c4f7bd6667258be76bbfaab5e965f1328a3060f6168263","hive","odata_n_ois.o_v_margin_account","","PHYSICAL_IDENTITY","","41825","0","1","仅见读取","资金、保证金与运营分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:fbee97b1650e08238d17bda0b22b3fd4fe8dbf8f4680c8c10109f63448766a9c","hive","odata_n_tit.otc_o_margin_account","","PHYSICAL_IDENTITY","41825","","1","0","图内未见后续读取","资金、保证金与运营分析","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:521002aa33a0c3ebaf111e106049029b02acf47ce4b6271e9fc3a68b2d48d964","hive","odata_n_ois.o_v_otc_trs_long_short","","PHYSICAL_IDENTITY","","41828;71734","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8652183a4455df8d4119077ceb794ea9728e1a6fd8491fc17dbbd7dea330f4e7","hive","odata_n_tit.otc_o_otc_trs","TRS监控表","PHYSICAL_IDENTITY","41828;71734","42142","2","1","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
